,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
127,942.2701416015625,1270000,1270
128,955.6858520507812,1280000,1280
129,939.9566650390625,1290000,1290
130,957.2489013671875,1300000,1300
131,939.5447998046875,1310000,1310
132,952.7528076171875,1320000,1320
133,579.5003051757812,1330000,1330
134,942.1287231445312,1340000,1340
135,948.2590942382812,1350000,1350
136,946.6790161132812,1360000,1360
137,950.2429809570312,1370000,1370
138,935.3966064453125,1380000,1380
139,576.8816528320312,1390000,1390
140,952.1500244140625,1400000,1400
141,945.9251098632812,1410000,1410
142,930.4255981445312,1420000,1420
143,921.7891845703125,1430000,1430
144,954.6334838867188,1440000,1440
145,953.5096435546875,1450000,1450
146,952.4993896484375,1460000,1460
147,913.7115478515625,1470000,1470
148,948.8311767578125,1480000,1480
149,961.8073120117188,1490000,1490
150,925.4259643554688,1500000,1500
151,944.7531127929688,1510000,1510
152,877.8609619140625,1520000,1520
153,851.9343872070312,1530000,1530
154,942.6044921875,1540000,1540
155,944.8136596679688,1550000,1550
156,959.9236450195312,1560000,1560
157,961.326171875,1570000,1570
158,949.1106567382812,1580000,1580
159,955.89794921875,1590000,1590
160,950.8907470703125,1600000,1600
161,961.5559692382812,1610000,1610
162,857.3289184570312,1620000,1620
163,939.6317138671875,1630000,1630
164,957.1165771484375,1640000,1640
165,954.2400512695312,1650000,1650
166,948.7220458984375,1660000,1660
167,958.5230712890625,1670000,1670
168,928.8259887695312,1680000,1680
169,963.1646728515625,1690000,1690
170,969.0182495117188,1700000,1700
171,744.1812133789062,1710000,1710
172,935.0936279296875,1720000,1720
173,953.6911010742188,1730000,1730
174,951.3760986328125,1740000,1740
175,953.5732421875,1750000,1750
176,950.9808349609375,1760000,1760
177,954.8118896484375,1770000,1770
178,950.9314575195312,1780000,1780
179,966.8580322265625,1790000,1790
180,956.6701049804688,1800000,1800
181,948.6510620117188,1810000,1810
182,926.00634765625,1820000,1820
183,961.7425537109375,1830000,1830
184,964.2689208984375,1840000,1840
185,944.0565185546875,1850000,1850
186,907.4381713867188,1860000,1860
187,886.0216674804688,1870000,1870
188,965.8765869140625,1880000,1880
189,952.5023193359375,1890000,1890
190,948.4212646484375,1900000,1900
191,965.7845458984375,1910000,1910
192,941.1806640625,1920000,1920
193,903.4100341796875,1930000,1930
194,950.3464965820312,1940000,1940
195,942.0570068359375,1950000,1950
196,956.26513671875,1960000,1960
197,952.5652465820312,1970000,1970
198,953.248046875,1980000,1980
199,949.8077392578125,1990000,1990
200,953.3453979492188,2000000,2000
