,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
112,749.664306640625,1120000,1120
113,851.4827880859375,1130000,1130
114,692.8047485351562,1140000,1140
115,851.5730590820312,1150000,1150
116,835.6090087890625,1160000,1160
117,858.3831176757812,1170000,1170
118,843.9913940429688,1180000,1180
119,767.6199340820312,1190000,1190
120,729.8341064453125,1200000,1200
121,836.2150268554688,1210000,1210
122,862.5471801757812,1220000,1220
123,850.7808837890625,1230000,1230
124,849.6007080078125,1240000,1240
125,861.3138427734375,1250000,1250
126,859.3128051757812,1260000,1260
127,779.7979736328125,1270000,1270
128,779.6511840820312,1280000,1280
129,834.0999145507812,1290000,1290
130,863.1031494140625,1300000,1300
131,822.2471923828125,1310000,1310
132,847.3272705078125,1320000,1320
133,877.0436401367188,1330000,1330
134,872.2509765625,1340000,1340
135,860.9523315429688,1350000,1350
136,834.0855712890625,1360000,1360
137,852.12158203125,1370000,1370
138,836.2400512695312,1380000,1380
139,860.6500244140625,1390000,1390
140,861.8865966796875,1400000,1400
141,869.8660278320312,1410000,1410
142,867.8543701171875,1420000,1420
143,862.3171997070312,1430000,1430
144,874.6171875,1440000,1440
145,857.1550903320312,1450000,1450
146,863.5192260742188,1460000,1460
147,875.4757080078125,1470000,1470
148,875.4183349609375,1480000,1480
149,872.3851318359375,1490000,1490
150,865.3994140625,1500000,1500
151,804.2488403320312,1510000,1510
152,883.7316284179688,1520000,1520
153,855.681640625,1530000,1530
154,883.2427978515625,1540000,1540
155,880.0888671875,1550000,1550
156,868.6145629882812,1560000,1560
157,873.3414306640625,1570000,1570
158,868.6126098632812,1580000,1580
159,872.2428588867188,1590000,1590
160,879.7487182617188,1600000,1600
161,888.0079956054688,1610000,1610
162,877.4464111328125,1620000,1620
163,885.8648681640625,1630000,1630
164,873.6578979492188,1640000,1640
165,847.7337036132812,1650000,1650
166,884.5476684570312,1660000,1660
167,874.87939453125,1670000,1670
168,880.6712646484375,1680000,1680
169,875.9892578125,1690000,1690
170,872.2373046875,1700000,1700
171,873.1348876953125,1710000,1710
172,887.7218627929688,1720000,1720
173,880.1585083007812,1730000,1730
174,873.3883056640625,1740000,1740
175,883.9265747070312,1750000,1750
176,879.9249877929688,1760000,1760
177,796.11962890625,1770000,1770
178,890.7467651367188,1780000,1780
179,883.0379638671875,1790000,1790
180,880.9568481445312,1800000,1800
181,796.4617919921875,1810000,1810
182,879.5029296875,1820000,1820
183,880.0072021484375,1830000,1830
184,891.6953125,1840000,1840
185,794.8009033203125,1850000,1850
186,882.9137573242188,1860000,1860
187,797.8184814453125,1870000,1870
188,805.7183227539062,1880000,1880
189,887.98876953125,1890000,1890
190,886.9400634765625,1900000,1900
191,871.60107421875,1910000,1910
192,882.7859497070312,1920000,1920
193,884.6534423828125,1930000,1930
194,867.4300537109375,1940000,1940
195,851.3272705078125,1950000,1950
196,872.3615112304688,1960000,1960
197,800.9493408203125,1970000,1970
198,883.2054443359375,1980000,1980
199,868.2039184570312,1990000,1990
200,803.4431762695312,2000000,2000
