,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
70,288.70001220703125,700000,700
71,970.0,710000,710
72,966.0,720000,720
73,849.0,730000,730
74,971.7000122070312,740000,740
75,973.0999755859375,750000,750
76,967.2000122070312,760000,760
77,969.5999755859375,770000,770
78,965.5999755859375,780000,780
79,951.5999755859375,790000,790
80,961.2999877929688,800000,800
81,966.5,810000,810
82,972.9000244140625,820000,820
83,958.4000244140625,830000,830
84,195.1999969482422,840000,840
85,962.2000122070312,850000,850
86,965.5,860000,860
87,963.4000244140625,870000,870
88,961.5,880000,880
89,947.7999877929688,890000,890
90,961.5999755859375,900000,900
91,99.30000305175781,910000,910
92,869.2000122070312,920000,920
93,943.2000122070312,930000,930
94,970.2000122070312,940000,940
95,967.7000122070312,950000,950
96,964.4000244140625,960000,960
97,965.7000122070312,970000,970
98,968.4000244140625,980000,980
99,965.7999877929688,990000,990
100,622.7000122070312,1000000,1000
101,966.2000122070312,1010000,1010
102,959.5,1020000,1020
103,968.2999877929688,1030000,1030
104,970.5,1040000,1040
105,956.4000244140625,1050000,1050
106,959.5999755859375,1060000,1060
107,966.7000122070312,1070000,1070
108,954.7000122070312,1080000,1080
109,959.5999755859375,1090000,1090
110,980.5999755859375,1100000,1100
111,970.0999755859375,1110000,1110
112,965.9000244140625,1120000,1120
113,973.5,1130000,1130
114,968.4000244140625,1140000,1140
115,978.0999755859375,1150000,1150
116,674.7999877929688,1160000,1160
117,952.4000244140625,1170000,1170
118,967.4000244140625,1180000,1180
119,963.7999877929688,1190000,1190
120,965.0999755859375,1200000,1200
121,980.7999877929688,1210000,1210
122,968.0,1220000,1220
123,968.5999755859375,1230000,1230
124,99.0999984741211,1240000,1240
125,971.9000244140625,1250000,1250
126,973.2000122070312,1260000,1260
127,975.7999877929688,1270000,1270
128,968.2000122070312,1280000,1280
129,981.5999755859375,1290000,1290
130,967.7000122070312,1300000,1300
131,963.2999877929688,1310000,1310
132,978.7999877929688,1320000,1320
133,973.2000122070312,1330000,1330
134,975.5,1340000,1340
135,975.7999877929688,1350000,1350
136,975.0,1360000,1360
137,971.4000244140625,1370000,1370
138,965.0,1380000,1380
139,974.9000244140625,1390000,1390
140,975.0,1400000,1400
141,970.7999877929688,1410000,1410
142,977.0,1420000,1420
143,971.5999755859375,1430000,1430
144,495.29998779296875,1440000,1440
145,975.0,1450000,1450
146,977.0,1460000,1460
147,977.7000122070312,1470000,1470
148,969.0999755859375,1480000,1480
149,970.9000244140625,1490000,1490
150,970.2999877929688,1500000,1500
151,968.2000122070312,1510000,1510
152,973.2999877929688,1520000,1520
153,975.5,1530000,1530
154,976.2999877929688,1540000,1540
155,969.0,1550000,1550
156,970.5999755859375,1560000,1560
157,978.7000122070312,1570000,1570
158,976.7999877929688,1580000,1580
159,974.9000244140625,1590000,1590
160,975.2000122070312,1600000,1600
161,967.9000244140625,1610000,1610
162,975.0999755859375,1620000,1620
163,962.7000122070312,1630000,1630
164,972.7999877929688,1640000,1640
165,977.9000244140625,1650000,1650
166,980.9000244140625,1660000,1660
167,973.9000244140625,1670000,1670
168,978.0999755859375,1680000,1680
169,960.2999877929688,1690000,1690
170,965.5999755859375,1700000,1700
171,975.2999877929688,1710000,1710
172,977.2000122070312,1720000,1720
173,973.7999877929688,1730000,1730
174,973.4000244140625,1740000,1740
175,972.4000244140625,1750000,1750
176,974.7000122070312,1760000,1760
177,965.5999755859375,1770000,1770
178,971.0,1780000,1780
179,977.7000122070312,1790000,1790
180,99.5999984741211,1800000,1800
181,197.89999389648438,1810000,1810
182,976.2999877929688,1820000,1820
183,0.0,1830000,1830
184,293.3999938964844,1840000,1840
185,974.2999877929688,1850000,1850
186,945.5,1860000,1860
187,967.9000244140625,1870000,1870
188,985.2000122070312,1880000,1880
