,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
100,820.40869140625,1000000,1000
101,757.3171997070312,1010000,1010
102,790.4263305664062,1020000,1020
103,772.2620849609375,1030000,1030
104,808.1566162109375,1040000,1040
105,775.7242431640625,1050000,1050
106,815.8994750976562,1060000,1060
107,751.7970581054688,1070000,1070
108,816.5064086914062,1080000,1080
109,783.2449340820312,1090000,1090
110,823.1162109375,1100000,1100
111,818.26123046875,1110000,1110
112,804.1197509765625,1120000,1120
113,812.2141723632812,1130000,1130
114,780.1549072265625,1140000,1140
115,817.1026611328125,1150000,1150
116,753.4188232421875,1160000,1160
117,814.7698364257812,1170000,1170
118,791.0355224609375,1180000,1180
119,825.0485229492188,1190000,1190
120,833.49755859375,1200000,1200
121,824.6121215820312,1210000,1210
122,831.8804931640625,1220000,1220
123,821.0988159179688,1230000,1230
124,830.5347900390625,1240000,1240
125,829.9270629882812,1250000,1250
126,845.0486450195312,1260000,1260
127,814.7452392578125,1270000,1270
128,838.4929809570312,1280000,1280
129,764.8719482421875,1290000,1290
130,843.9630126953125,1300000,1300
131,786.6403198242188,1310000,1310
132,844.7908935546875,1320000,1320
133,772.6824951171875,1330000,1330
134,815.062255859375,1340000,1340
135,814.1502685546875,1350000,1350
136,840.4075927734375,1360000,1360
137,802.6026000976562,1370000,1370
138,858.4151611328125,1380000,1380
139,784.3438110351562,1390000,1390
140,857.2164306640625,1400000,1400
141,759.0963134765625,1410000,1410
142,852.6973876953125,1420000,1420
143,849.4743041992188,1430000,1430
144,858.5860595703125,1440000,1440
145,857.7017822265625,1450000,1450
146,797.4837646484375,1460000,1460
147,854.68994140625,1470000,1470
148,861.3134765625,1480000,1480
149,861.2772216796875,1490000,1490
150,861.6881103515625,1500000,1500
151,844.8250122070312,1510000,1510
152,859.72509765625,1520000,1520
153,864.2931518554688,1530000,1530
154,873.1346435546875,1540000,1540
155,864.7391357421875,1550000,1550
156,849.1126098632812,1560000,1560
157,845.2481689453125,1570000,1570
158,860.4599609375,1580000,1580
159,837.7483520507812,1590000,1590
160,858.0150146484375,1600000,1600
161,875.486328125,1610000,1610
162,860.3021240234375,1620000,1620
163,834.083984375,1630000,1630
164,843.2353515625,1640000,1640
165,832.3642578125,1650000,1650
166,872.4235229492188,1660000,1660
167,869.1936645507812,1670000,1670
168,857.1773681640625,1680000,1680
169,849.7435302734375,1690000,1690
170,796.3103637695312,1700000,1700
171,865.9666748046875,1710000,1710
172,840.0650634765625,1720000,1720
173,849.6302490234375,1730000,1730
174,815.587646484375,1740000,1740
175,826.3351440429688,1750000,1750
176,881.36279296875,1760000,1760
177,853.4606323242188,1770000,1770
178,873.71484375,1780000,1780
179,879.642578125,1790000,1790
180,874.8060302734375,1800000,1800
181,885.2449340820312,1810000,1810
182,882.6119995117188,1820000,1820
183,883.01220703125,1830000,1830
184,870.2130737304688,1840000,1840
185,843.021484375,1850000,1850
186,886.4901123046875,1860000,1860
187,870.4290771484375,1870000,1870
188,822.2971801757812,1880000,1880
189,816.8775634765625,1890000,1890
190,860.0919189453125,1900000,1900
191,851.2864379882812,1910000,1910
192,863.3499145507812,1920000,1920
193,818.6293334960938,1930000,1930
194,847.6212158203125,1940000,1940
195,885.0730590820312,1950000,1950
196,803.2855834960938,1960000,1960
197,865.2706298828125,1970000,1970
198,743.9192504882812,1980000,1980
199,832.0885009765625,1990000,1990
200,867.5972900390625,2000000,2000
