,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
0,14.334184646606445,0,0
1,10.727005004882812,10000,10
2,17.89100456237793,20000,20
3,69.3595199584961,30000,30
4,94.50106048583984,40000,40
5,209.47299194335938,50000,50
6,296.16571044921875,60000,60
7,360.1383972167969,70000,70
8,344.14361572265625,80000,80
9,294.20343017578125,90000,90
10,350.55780029296875,100000,100
11,425.5277404785156,110000,110
12,443.9837341308594,120000,120
13,417.794921875,130000,130
14,470.5997619628906,140000,140
15,455.529296875,150000,150
16,493.11822509765625,160000,160
17,505.9414978027344,170000,170
18,562.61474609375,180000,180
19,392.3157653808594,190000,190
20,570.2337646484375,200000,200
21,537.8135986328125,210000,210
22,556.0185546875,220000,220
23,597.2080688476562,230000,230
24,512.7257690429688,240000,240
25,590.1282958984375,250000,250
26,573.8455810546875,260000,260
27,639.2780151367188,270000,270
28,615.0755615234375,280000,280
29,646.052978515625,290000,290
30,630.43994140625,300000,300
31,648.894775390625,310000,310
32,672.1258544921875,320000,320
33,667.1481323242188,330000,330
34,669.4141845703125,340000,340
35,676.5955200195312,350000,350
36,698.093994140625,360000,360
37,696.8527221679688,370000,370
38,691.6597900390625,380000,380
39,685.0581665039062,390000,390
40,702.4490356445312,400000,400
41,701.9031982421875,410000,410
42,721.6022338867188,420000,420
43,714.6466064453125,430000,430
44,723.7177124023438,440000,440
45,724.1043701171875,450000,450
46,675.1439819335938,460000,460
47,722.8197021484375,470000,470
48,741.3410034179688,480000,480
49,672.67236328125,490000,490
50,732.7369384765625,500000,500
51,729.532470703125,510000,510
52,730.6034545898438,520000,520
53,743.3258056640625,530000,530
54,737.8645629882812,540000,540
55,735.930419921875,550000,550
56,733.8763427734375,560000,560
57,758.0344848632812,570000,570
58,754.6316528320312,580000,580
59,752.8145751953125,590000,590
60,750.42822265625,600000,600
61,750.9669189453125,610000,610
62,749.0352783203125,620000,620
63,740.0994873046875,630000,630
64,754.4485473632812,640000,640
65,754.2598876953125,650000,650
66,774.2001953125,660000,660
67,777.4420166015625,670000,670
68,750.7249145507812,680000,680
69,786.8878173828125,690000,690
70,769.5197143554688,700000,700
71,764.5850830078125,710000,710
72,783.9180908203125,720000,720
73,779.7059936523438,730000,730
74,771.8048706054688,740000,740
75,777.228515625,750000,750
76,781.9610595703125,760000,760
77,789.9223022460938,770000,770
78,800.4972534179688,780000,780
79,798.9219970703125,790000,790
80,785.5589599609375,800000,800
81,796.1236572265625,810000,810
82,802.4212646484375,820000,820
83,798.8650512695312,830000,830
84,791.21240234375,840000,840
85,647.2847900390625,850000,850
86,799.4269409179688,860000,860
87,807.9032592773438,870000,870
88,805.3739013671875,880000,880
89,819.4114379882812,890000,890
90,809.0364990234375,900000,900
91,817.5093994140625,910000,910
92,813.0179443359375,920000,920
93,814.3963623046875,930000,930
94,790.9442749023438,940000,940
95,807.2672119140625,950000,950
96,812.5845947265625,960000,960
97,831.1868286132812,970000,970
98,835.8446044921875,980000,980
99,824.3968505859375,990000,990
100,839.19677734375,1000000,1000
101,827.6013793945312,1010000,1010
102,825.49072265625,1020000,1020
103,832.7935791015625,1030000,1030
104,836.5863037109375,1040000,1040
105,828.34375,1050000,1050
106,824.2224731445312,1060000,1060
107,845.0618896484375,1070000,1070
108,830.5892333984375,1080000,1080
109,821.3162841796875,1090000,1090
110,839.134765625,1100000,1100
111,822.0642700195312,1110000,1110
112,835.1931762695312,1120000,1120
113,819.7501220703125,1130000,1130
114,859.3533935546875,1140000,1140
115,839.45068359375,1150000,1150
116,824.6350708007812,1160000,1160
117,842.6900634765625,1170000,1170
118,847.8170776367188,1180000,1180
119,839.7974853515625,1190000,1190
120,853.6103515625,1200000,1200
121,846.4216918945312,1210000,1210
122,852.0831298828125,1220000,1220
123,770.5301513671875,1230000,1230
124,833.8507080078125,1240000,1240
125,838.3558349609375,1250000,1250
126,845.7931518554688,1260000,1260
127,857.8468017578125,1270000,1270
128,857.3218994140625,1280000,1280
129,805.1090087890625,1290000,1290
130,866.3626708984375,1300000,1300
131,858.6930541992188,1310000,1310
132,841.58056640625,1320000,1320
133,845.2337036132812,1330000,1330
134,858.08203125,1340000,1340
135,855.2493896484375,1350000,1350
136,862.4697265625,1360000,1360
137,851.2488403320312,1370000,1370
138,861.6553955078125,1380000,1380
139,772.4213256835938,1390000,1390
140,852.8336181640625,1400000,1400
141,862.8018798828125,1410000,1410
142,855.7555541992188,1420000,1420
143,834.3532104492188,1430000,1430
144,851.9280395507812,1440000,1440
145,851.8140869140625,1450000,1450
146,851.345703125,1460000,1460
147,858.4337768554688,1470000,1470
148,853.5072021484375,1480000,1480
149,862.9733276367188,1490000,1490
150,852.0081176757812,1500000,1500
151,852.1083984375,1510000,1510
152,850.7264404296875,1520000,1520
153,847.3089599609375,1530000,1530
154,863.9586791992188,1540000,1540
155,860.9903564453125,1550000,1550
156,856.4884643554688,1560000,1560
157,837.7273559570312,1570000,1570
158,862.9122924804688,1580000,1580
159,812.7340087890625,1590000,1590
160,862.1915893554688,1600000,1600
161,827.6314697265625,1610000,1610
162,871.4951171875,1620000,1620
163,856.8438720703125,1630000,1630
164,871.8385009765625,1640000,1640
165,850.1004028320312,1650000,1650
166,865.9153442382812,1660000,1660
167,843.8701171875,1670000,1670
168,868.5987548828125,1680000,1680
169,779.0097045898438,1690000,1690
170,863.0208129882812,1700000,1700
171,857.9613037109375,1710000,1710
172,714.9197387695312,1720000,1720
173,868.2978515625,1730000,1730
174,870.1559448242188,1740000,1740
175,833.3717041015625,1750000,1750
176,868.046875,1760000,1760
177,872.01806640625,1770000,1770
178,862.9118041992188,1780000,1780
179,753.3002319335938,1790000,1790
180,866.1705932617188,1800000,1800
181,871.5672607421875,1810000,1810
182,862.4041137695312,1820000,1820
183,832.0905151367188,1830000,1830
184,860.3338012695312,1840000,1840
185,823.5143432617188,1850000,1850
186,871.7311401367188,1860000,1860
187,873.3494262695312,1870000,1870
188,872.6319580078125,1880000,1880
189,880.7083740234375,1890000,1890
190,871.0642700195312,1900000,1900
191,873.5213623046875,1910000,1910
192,852.4640502929688,1920000,1920
193,880.0187377929688,1930000,1930
194,847.1520385742188,1940000,1940
195,875.8505859375,1950000,1950
196,882.8919677734375,1960000,1960
197,868.0779418945312,1970000,1970
198,878.4337768554688,1980000,1980
199,858.41650390625,1990000,1990
200,864.3856201171875,2000000,2000
