,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
163,983.5,1630000,1630
164,986.2999877929688,1640000,1640
165,981.2999877929688,1650000,1650
166,980.9000244140625,1660000,1660
167,941.2999877929688,1670000,1670
168,984.7000122070312,1680000,1680
169,980.7000122070312,1690000,1690
170,983.9000244140625,1700000,1700
171,870.9000244140625,1710000,1710
172,984.7999877929688,1720000,1720
173,778.2999877929688,1730000,1730
174,848.7000122070312,1740000,1740
175,986.9000244140625,1750000,1750
176,987.4000244140625,1760000,1760
177,986.5999755859375,1770000,1770
178,929.0999755859375,1780000,1780
179,890.4000244140625,1790000,1790
180,985.5999755859375,1800000,1800
181,780.5,1810000,1810
182,975.0,1820000,1820
183,986.7000122070312,1830000,1830
184,982.2000122070312,1840000,1840
185,988.7999877929688,1850000,1850
186,976.5999755859375,1860000,1860
187,985.0,1870000,1870
188,979.5999755859375,1880000,1880
189,987.0,1890000,1890
190,937.2999877929688,1900000,1900
191,947.0999755859375,1910000,1910
192,985.9000244140625,1920000,1920
193,988.5999755859375,1930000,1930
194,986.4000244140625,1940000,1940
195,984.9000244140625,1950000,1950
196,984.5999755859375,1960000,1960
197,984.4000244140625,1970000,1970
198,893.9000244140625,1980000,1980
199,986.7000122070312,1990000,1990
200,982.4000244140625,2000000,2000
