,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
0,43.36510467529297,0,0
1,39.42115020751953,10000,10
2,60.702301025390625,20000,20
3,134.54574584960938,30000,30
4,145.99327087402344,40000,40
5,250.17410278320312,50000,50
6,385.360595703125,60000,60
7,406.2300109863281,70000,70
8,494.4815979003906,80000,80
9,496.717041015625,90000,90
10,535.2503051757812,100000,100
11,568.5057983398438,110000,110
12,557.604248046875,120000,120
13,592.8170166015625,130000,130
14,629.1345825195312,140000,140
15,635.7198486328125,150000,150
16,674.7474365234375,160000,160
17,661.4293212890625,170000,170
18,696.1112060546875,180000,180
19,714.6041870117188,190000,190
20,715.279296875,200000,200
21,725.5618896484375,210000,210
22,723.7498779296875,220000,220
23,740.478271484375,230000,230
24,740.7588500976562,240000,240
25,744.890625,250000,250
26,758.3990478515625,260000,260
27,768.5572509765625,270000,270
28,772.311767578125,280000,280
29,785.8948364257812,290000,290
30,796.617919921875,300000,300
31,843.6190185546875,310000,310
32,857.2265625,320000,320
33,808.1699829101562,330000,330
34,903.9541015625,340000,340
35,912.2872924804688,350000,350
36,926.9345703125,360000,360
37,916.1832275390625,370000,370
38,932.7962036132812,380000,380
39,920.36279296875,390000,390
40,946.0148315429688,400000,400
41,950.1173706054688,410000,410
42,945.8743286132812,420000,420
43,952.8359375,430000,430
44,816.5997314453125,440000,440
45,926.6213989257812,450000,450
46,919.74267578125,460000,460
47,869.05322265625,470000,470
48,945.2928466796875,480000,480
49,915.0027465820312,490000,490
50,946.8375244140625,500000,500
51,942.9222412109375,510000,510
52,939.6126098632812,520000,520
53,948.0198974609375,530000,530
54,684.974365234375,540000,540
55,943.3282470703125,550000,550
56,939.68505859375,560000,560
57,957.0802612304688,570000,570
58,816.2821044921875,580000,580
59,957.1135864257812,590000,590
60,916.4560546875,600000,600
61,958.20947265625,610000,610
62,959.9324951171875,620000,620
63,939.4830322265625,630000,630
64,957.5880126953125,640000,640
65,960.1160278320312,650000,650
66,960.8244018554688,660000,660
67,928.173828125,670000,670
68,952.98681640625,680000,680
69,959.1966552734375,690000,690
70,933.0866088867188,700000,700
71,942.1629638671875,710000,710
72,944.5877075195312,720000,720
73,948.6921997070312,730000,730
74,853.6251831054688,740000,740
75,936.7559814453125,750000,750
76,946.1629638671875,760000,760
77,946.5560302734375,770000,770
78,953.8887939453125,780000,780
79,937.8741455078125,790000,790
80,935.22119140625,800000,800
81,954.90869140625,810000,810
82,902.9453125,820000,820
83,953.8551025390625,830000,830
84,942.4730224609375,840000,840
85,938.68701171875,850000,850
86,945.0944213867188,860000,860
87,955.9759521484375,870000,870
88,947.2620849609375,880000,880
89,933.0919799804688,890000,890
90,965.7219848632812,900000,900
91,957.5314331054688,910000,910
92,947.158203125,920000,920
93,950.8690185546875,930000,930
94,960.3899536132812,940000,940
95,932.0020751953125,950000,950
96,959.8645629882812,960000,960
97,948.9371948242188,970000,970
98,948.9847412109375,980000,980
99,958.0481567382812,990000,990
100,964.5354614257812,1000000,1000
101,959.6023559570312,1010000,1010
102,948.7257690429688,1020000,1020
103,955.5572509765625,1030000,1030
104,947.5534057617188,1040000,1040
105,956.8734130859375,1050000,1050
106,967.07373046875,1060000,1060
107,961.7800903320312,1070000,1070
108,950.1754760742188,1080000,1080
109,958.3575439453125,1090000,1090
110,919.6395263671875,1100000,1100
111,851.8546142578125,1110000,1110
112,948.3592529296875,1120000,1120
113,946.5353393554688,1130000,1130
114,964.0281982421875,1140000,1140
115,951.1829833984375,1150000,1150
116,961.3697509765625,1160000,1160
117,961.7545776367188,1170000,1170
118,953.4161987304688,1180000,1180
119,854.6184692382812,1190000,1190
120,960.9791870117188,1200000,1200
121,957.0304565429688,1210000,1210
122,969.7868041992188,1220000,1220
123,939.2799072265625,1230000,1230
124,937.2264404296875,1240000,1240
125,945.8994140625,1250000,1250
126,951.5035400390625,1260000,1260
127,956.8702392578125,1270000,1270
128,945.02001953125,1280000,1280
129,959.9825439453125,1290000,1290
130,954.8724365234375,1300000,1300
131,963.4495849609375,1310000,1310
132,958.8107299804688,1320000,1320
133,960.66650390625,1330000,1330
134,949.6199951171875,1340000,1340
135,961.5563354492188,1350000,1350
136,946.9464721679688,1360000,1360
137,964.9853515625,1370000,1370
138,963.5320434570312,1380000,1380
139,872.4150390625,1390000,1390
140,845.8455200195312,1400000,1400
141,905.9710083007812,1410000,1410
142,955.2072143554688,1420000,1420
143,923.80224609375,1430000,1430
144,892.8294677734375,1440000,1440
145,934.9880981445312,1450000,1450
146,955.7697143554688,1460000,1460
147,959.0934448242188,1470000,1470
148,964.1241455078125,1480000,1480
149,886.3575439453125,1490000,1490
150,958.9055786132812,1500000,1500
151,946.0221557617188,1510000,1510
152,969.0860595703125,1520000,1520
153,933.75439453125,1530000,1530
154,962.0944213867188,1540000,1540
155,950.1491088867188,1550000,1550
156,973.4677734375,1560000,1560
157,938.2203369140625,1570000,1570
158,945.4031982421875,1580000,1580
159,949.0783081054688,1590000,1590
160,955.6636962890625,1600000,1600
161,959.140625,1610000,1610
162,958.8814697265625,1620000,1620
163,952.7887573242188,1630000,1630
164,928.8505859375,1640000,1640
165,795.3975830078125,1650000,1650
166,909.9840698242188,1660000,1660
167,942.9072265625,1670000,1670
168,946.6329345703125,1680000,1680
169,908.205078125,1690000,1690
170,961.6640625,1700000,1700
171,811.3126220703125,1710000,1710
172,954.7830200195312,1720000,1720
173,952.3704223632812,1730000,1730
