,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
0,48.12356948852539,0,0
1,39.79996871948242,10000,10
2,45.9228401184082,20000,20
3,121.13568115234375,30000,30
4,186.42970275878906,40000,40
5,400.03631591796875,50000,50
6,438.8990783691406,60000,60
7,467.630126953125,70000,70
8,590.57666015625,80000,80
9,618.0638427734375,90000,90
10,665.7796630859375,100000,100
11,753.527099609375,110000,110
12,751.4523315429688,120000,120
13,801.8106689453125,130000,130
14,800.9139404296875,140000,140
15,822.6094970703125,150000,150
16,833.7320556640625,160000,160
17,870.4769287109375,170000,170
18,882.6721801757812,180000,180
19,871.6857299804688,190000,190
20,870.1637573242188,200000,200
21,879.8865356445312,210000,210
22,890.0030517578125,220000,220
23,883.72314453125,230000,230
24,893.2501220703125,240000,240
25,866.4230346679688,250000,250
26,907.67333984375,260000,260
27,873.26220703125,270000,270
28,909.8758544921875,280000,280
29,930.5211791992188,290000,290
30,911.2642822265625,300000,300
31,906.150390625,310000,310
32,941.10205078125,320000,320
33,944.0115966796875,330000,330
34,924.2137451171875,340000,340
35,948.7327880859375,350000,350
36,956.6520385742188,360000,360
37,936.3406372070312,370000,370
38,963.54931640625,380000,380
39,910.5902099609375,390000,390
40,952.2838134765625,400000,400
41,948.0838012695312,410000,410
42,921.205078125,420000,420
43,947.0341796875,430000,430
44,956.1063232421875,440000,440
45,955.7293090820312,450000,450
46,954.3278198242188,460000,460
47,953.0960693359375,470000,470
48,947.2561645507812,480000,480
49,941.6843872070312,490000,490
50,950.7213134765625,500000,500
51,843.5672607421875,510000,510
52,934.2210693359375,520000,520
53,943.6278076171875,530000,530
54,908.3375244140625,540000,540
55,958.76318359375,550000,550
56,906.6649169921875,560000,560
57,938.7418823242188,570000,570
58,953.3859252929688,580000,580
59,954.2731323242188,590000,590
60,959.84521484375,600000,600
61,952.9445190429688,610000,610
62,944.8567504882812,620000,620
63,948.0071411132812,630000,630
64,870.3157958984375,640000,640
65,871.8466796875,650000,650
66,840.5484619140625,660000,660
67,860.5733642578125,670000,670
68,963.1975708007812,680000,680
69,947.8162231445312,690000,690
70,943.26318359375,700000,700
71,958.8533325195312,710000,710
72,901.7196044921875,720000,720
73,951.4783935546875,730000,730
74,618.4091186523438,740000,740
75,943.2868041992188,750000,750
76,891.0308837890625,760000,760
77,963.49365234375,770000,770
78,907.9273681640625,780000,780
79,941.8440551757812,790000,790
80,967.4537353515625,800000,800
81,951.20849609375,810000,810
82,922.6475830078125,820000,820
83,960.7918701171875,830000,830
84,932.1556396484375,840000,840
85,930.2813720703125,850000,850
86,896.2922973632812,860000,860
87,953.0882568359375,870000,870
88,958.6559448242188,880000,880
89,883.0192260742188,890000,890
90,961.93017578125,900000,900
91,953.0983276367188,910000,910
92,957.7806396484375,920000,920
93,942.5197143554688,930000,930
94,957.4373779296875,940000,940
95,957.2586059570312,950000,950
96,887.1527099609375,960000,960
97,957.12158203125,970000,970
98,965.0540771484375,980000,980
99,964.7069091796875,990000,990
100,972.6447143554688,1000000,1000
101,954.9348754882812,1010000,1010
102,960.5320434570312,1020000,1020
103,942.0764770507812,1030000,1030
104,842.50048828125,1040000,1040
105,807.7136840820312,1050000,1050
106,971.0367431640625,1060000,1060
107,946.2888793945312,1070000,1070
108,902.61962890625,1080000,1080
109,966.8345947265625,1090000,1090
110,944.0208740234375,1100000,1100
