,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
0,3.5999999046325684,0,0
1,0.0,10000,10
2,0.0,20000,20
3,210.6999969482422,30000,30
4,853.2000122070312,40000,40
5,908.2000122070312,50000,50
6,934.0,60000,60
7,944.7000122070312,70000,70
8,941.5999755859375,80000,80
9,965.7999877929688,90000,90
10,948.7999877929688,100000,100
11,964.7000122070312,110000,110
12,942.0999755859375,120000,120
13,964.7000122070312,130000,130
14,973.7000122070312,140000,140
15,960.9000244140625,150000,150
16,983.0999755859375,160000,160
17,965.5,170000,170
18,965.0999755859375,180000,180
19,936.5999755859375,190000,190
20,975.9000244140625,200000,200
21,984.5999755859375,210000,210
22,986.9000244140625,220000,220
23,969.2000122070312,230000,230
24,985.9000244140625,240000,240
25,945.7000122070312,250000,250
26,966.9000244140625,260000,260
27,965.7000122070312,270000,270
28,847.5,280000,280
29,988.0,290000,290
30,981.9000244140625,300000,300
31,884.7999877929688,310000,310
32,983.2999877929688,320000,320
33,986.9000244140625,330000,330
34,971.5999755859375,340000,340
35,992.2999877929688,350000,350
36,973.0999755859375,360000,360
37,968.0999755859375,370000,370
38,984.9000244140625,380000,380
39,979.0999755859375,390000,390
40,983.0999755859375,400000,400
41,979.2000122070312,410000,410
42,985.7999877929688,420000,420
43,986.0,430000,430
44,988.5999755859375,440000,440
45,986.5999755859375,450000,450
46,467.8999938964844,460000,460
47,981.5999755859375,470000,470
48,848.9000244140625,480000,480
49,975.5999755859375,490000,490
50,983.2999877929688,500000,500
51,749.2000122070312,510000,510
52,984.0999755859375,520000,520
53,977.0,530000,530
54,986.2999877929688,540000,540
55,983.4000244140625,550000,550
56,940.0999755859375,560000,560
57,983.2999877929688,570000,570
58,940.7999877929688,580000,580
59,986.5999755859375,590000,590
60,206.60000610351562,600000,600
61,969.7999877929688,610000,610
62,984.0999755859375,620000,620
63,988.5999755859375,630000,630
64,655.2999877929688,640000,640
65,979.5,650000,650
66,985.2999877929688,660000,660
67,984.2000122070312,670000,670
68,989.7000122070312,680000,680
69,983.2000122070312,690000,690
70,687.7999877929688,700000,700
71,980.7000122070312,710000,710
72,980.0,720000,720
73,989.2999877929688,730000,730
74,873.0,740000,740
75,964.0,750000,750
76,988.2999877929688,760000,760
77,977.5999755859375,770000,770
78,984.0,780000,780
79,987.5999755859375,790000,790
80,983.5999755859375,800000,800
81,890.0,810000,810
82,306.0,820000,820
83,984.0999755859375,830000,830
84,893.7000122070312,840000,840
85,985.4000244140625,850000,850
86,901.7999877929688,860000,860
87,979.2000122070312,870000,870
88,981.4000244140625,880000,880
89,982.2999877929688,890000,890
90,897.5999755859375,900000,900
91,983.7999877929688,910000,910
92,979.0,920000,920
93,985.7999877929688,930000,930
94,985.0999755859375,940000,940
95,880.2999877929688,950000,950
96,989.0999755859375,960000,960
97,979.0,970000,970
98,890.2999877929688,980000,980
99,930.9000244140625,990000,990
100,985.5999755859375,1000000,1000
101,986.7000122070312,1010000,1010
102,944.2000122070312,1020000,1020
103,982.0999755859375,1030000,1030
104,971.7000122070312,1040000,1040
105,987.0,1050000,1050
106,981.9000244140625,1060000,1060
107,987.0999755859375,1070000,1070
108,990.4000244140625,1080000,1080
109,975.4000244140625,1090000,1090
110,966.7999877929688,1100000,1100
111,970.0999755859375,1110000,1110
112,68.80000305175781,1120000,1120
113,981.2999877929688,1130000,1130
114,969.7000122070312,1140000,1140
115,984.5999755859375,1150000,1150
116,986.5999755859375,1160000,1160
117,987.0,1170000,1170
118,982.0999755859375,1180000,1180
119,971.2000122070312,1190000,1190
120,799.2000122070312,1200000,1200
121,956.2000122070312,1210000,1210
122,987.0,1220000,1220
123,843.4000244140625,1230000,1230
124,984.9000244140625,1240000,1240
125,987.5,1250000,1250
126,985.5,1260000,1260
127,973.2000122070312,1270000,1270
128,986.5,1280000,1280
129,936.5999755859375,1290000,1290
130,980.7999877929688,1300000,1300
131,989.5,1310000,1310
132,687.0999755859375,1320000,1320
133,986.4000244140625,1330000,1330
134,984.0999755859375,1340000,1340
135,982.5,1350000,1350
136,972.9000244140625,1360000,1360
137,987.2000122070312,1370000,1370
138,985.2999877929688,1380000,1380
139,980.0999755859375,1390000,1390
140,982.7999877929688,1400000,1400
141,732.5,1410000,1410
142,688.5,1420000,1420
143,963.2999877929688,1430000,1430
144,989.7999877929688,1440000,1440
145,724.2000122070312,1450000,1450
146,987.9000244140625,1460000,1460
147,985.4000244140625,1470000,1470
148,986.0,1480000,1480
149,882.5,1490000,1490
150,960.9000244140625,1500000,1500
151,987.0,1510000,1510
152,984.7999877929688,1520000,1520
153,907.5,1530000,1530
154,987.0,1540000,1540
155,870.5999755859375,1550000,1550
156,980.0999755859375,1560000,1560
157,981.5999755859375,1570000,1570
158,958.5,1580000,1580
159,990.2000122070312,1590000,1590
