,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
166,873.8562622070312,1660000,1660
167,872.8560791015625,1670000,1670
168,878.5235595703125,1680000,1680
169,796.6419677734375,1690000,1690
170,878.0107421875,1700000,1700
171,865.5289306640625,1710000,1710
172,865.7081909179688,1720000,1720
173,876.8209838867188,1730000,1730
174,881.3641357421875,1740000,1740
175,864.1067504882812,1750000,1750
176,891.1951293945312,1760000,1760
177,873.48291015625,1770000,1770
178,882.6190185546875,1780000,1780
179,881.2337036132812,1790000,1790
180,877.4991455078125,1800000,1800
181,874.7199096679688,1810000,1810
182,733.6443481445312,1820000,1820
183,881.2083740234375,1830000,1830
184,885.8952026367188,1840000,1840
185,877.5604248046875,1850000,1850
186,871.6066284179688,1860000,1860
187,881.7406005859375,1870000,1870
188,879.5975341796875,1880000,1880
189,873.70703125,1890000,1890
190,755.5557861328125,1900000,1900
191,824.0062255859375,1910000,1910
192,883.3353271484375,1920000,1920
193,880.8907470703125,1930000,1930
194,874.9353637695312,1940000,1940
195,882.267578125,1950000,1950
196,875.8678588867188,1960000,1960
197,792.4930419921875,1970000,1970
198,883.3956909179688,1980000,1980
199,886.4580078125,1990000,1990
200,765.5166015625,2000000,2000
